# X    U     P    rho
7.255 164.847 201146 2.27996
7.256 164.847 201146 2.27996
7.257 164.847 201146 2.27996
7.258 164.847 201146 2.27996
7.259 164.847 201146 2.27996
7.26 164.847 201146 2.27996
7.261 164.847 201146 2.27996
7.262 164.847 201146 2.27996
7.263 164.847 201146 2.27996
7.264 164.847 201146 2.27996
7.265 164.847 201146 2.27996
7.266 164.847 201146 2.27996
7.267 164.847 201146 2.27996
7.268 164.847 201146 2.27996
7.269 164.847 201146 2.27996
7.27 164.847 201146 2.27996
7.271 164.847 201146 2.27996
7.272 164.847 201146 2.27996
7.273 164.847 201146 2.27996
7.274 164.847 201146 2.27996
7.275 164.847 201146 2.27996
7.276 164.847 201146 2.27996
7.277 164.847 201146 2.27996
7.278 164.847 201146 2.27996
7.279 164.847 201146 2.27996
7.28 164.847 201146 2.27996
7.281 164.847 201146 2.27996
7.282 164.847 201146 2.27996
7.283 164.847 201146 2.27996
7.284 164.847 201146 2.27996
7.285 164.847 201146 2.27996
7.286 164.847 201146 2.27996
7.287 164.847 201146 2.27996
7.288 164.847 201146 2.27996
7.289 164.847 201146 2.27996
7.29 164.847 201146 2.27996
7.291 164.847 201146 2.27996
7.292 164.847 201146 2.27996
7.293 164.847 201146 2.27996
7.294 164.847 201146 2.27996
7.295 164.847 201146 2.27996
7.296 164.847 201146 2.27996
7.297 164.847 201146 2.27996
7.298 164.847 201146 2.27996
7.299 164.847 201146 2.27996
7.3 164.847 201146 2.27996
7.301 164.847 201146 2.27996
7.302 164.847 201146 2.27996
7.303 164.847 201146 2.27996
7.304 164.847 201146 2.27996
7.305 164.847 201146 2.27996
7.306 164.847 201146 2.27996
7.307 164.847 201146 2.27996
7.308 164.847 201146 2.27996
7.309 164.847 201146 2.27996
7.31 164.847 201146 2.27996
7.311 164.847 201146 2.27996
7.312 164.847 201146 2.27996
7.313 164.847 201146 2.27996
7.314 164.847 201146 2.27996
7.315 164.847 201146 2.27996
7.316 164.847 201146 2.27996
7.317 164.847 201146 2.27996
7.318 164.847 201146 2.27996
7.319 164.847 201146 2.27996
7.32 164.847 201146 2.27996
7.321 164.847 201146 2.27996
7.322 164.847 201146 2.27996
7.323 164.847 201146 2.27996
7.324 164.847 201146 2.27996
7.325 164.847 201146 2.27996
7.326 164.847 201146 2.27996
7.327 164.847 201146 2.27996
7.328 164.847 201146 2.27996
7.329 164.847 201146 2.27996
7.33 164.847 201146 2.27996
7.331 164.847 201146 2.27996
7.332 164.847 201146 2.27996
7.333 164.847 201146 2.27996
7.334 164.847 201146 2.27996
7.335 164.847 201146 2.27996
7.336 164.847 201146 2.27996
7.337 164.847 201146 2.27996
7.338 164.847 201146 2.27996
7.339 164.847 201146 2.27996
7.34 164.847 201146 2.27996
7.341 164.847 201146 2.27996
7.342 164.847 201146 2.27996
7.343 164.847 201146 2.27996
7.344 164.847 201146 2.27996
7.345 164.847 201146 2.27996
7.346 164.847 201146 2.27996
7.347 164.847 201146 2.27996
7.348 164.847 201146 2.27996
7.349 164.847 201146 2.27996
7.35 164.847 201146 2.27996
7.351 164.847 201146 2.27996
7.352 164.847 201146 2.27996
7.353 164.847 201146 2.27996
7.354 164.847 201146 2.27996
7.355 164.847 201146 2.27996
7.356 164.847 201146 2.27996
7.357 164.847 201146 2.27996
7.358 164.847 201146 2.27996
7.359 164.847 201146 2.27996
7.36 164.847 201146 2.27996
7.361 164.847 201146 2.27996
7.362 164.847 201146 2.27996
7.363 164.847 201146 2.27996
7.364 164.847 201146 2.27996
7.365 164.847 201146 2.27996
7.366 164.847 201146 2.27996
7.367 164.847 201146 2.27996
7.368 164.847 201146 2.27996
7.369 164.847 201146 2.27996
7.37 164.847 201146 2.27996
7.371 164.847 201146 2.27996
7.372 164.847 201146 2.27996
7.373 164.847 201146 2.27996
7.374 164.847 201146 2.27996
7.375 164.847 201146 2.27996
7.376 164.847 201146 2.27996
7.377 164.847 201146 2.27996
7.378 164.847 201146 2.27996
7.379 164.847 201146 2.27996
7.38 164.847 201146 2.27996
7.381 164.847 201146 2.27996
7.382 164.847 201146 2.27996
7.383 164.847 201146 2.27996
7.384 164.847 201146 2.27996
7.385 164.847 201146 2.27996
7.386 164.847 201146 2.27996
7.387 164.847 201146 2.27996
7.388 164.847 201146 2.27996
7.389 164.847 201146 2.27996
7.39 164.847 201146 2.27996
7.391 164.847 201146 2.27996
7.392 164.847 201146 2.27996
7.393 164.847 201146 2.27996
7.394 164.847 201146 2.27996
7.395 164.847 201146 2.27996
7.396 164.847 201146 2.27996
7.397 164.847 201146 2.27996
7.398 164.847 201146 2.27996
7.399 164.847 201146 2.27996
7.4 164.847 201146 2.27996
7.401 164.847 201146 2.27996
7.402 164.847 201146 2.27996
7.403 164.847 201146 2.27996
7.404 164.847 201146 2.27996
7.405 164.847 201146 2.27996
7.406 164.847 201146 2.27996
7.407 164.847 201146 2.27996
7.408 164.847 201146 2.27996
7.409 164.847 201146 2.27996
7.41 164.847 201146 2.27996
7.411 164.847 201146 2.27996
7.412 164.847 201146 2.27996
7.413 164.847 201146 2.27996
7.414 164.847 201146 2.27996
7.415 164.847 201146 2.27996
7.416 164.847 201146 2.27996
7.417 164.847 201146 2.27996
7.418 164.847 201146 2.27996
7.419 164.847 201146 2.27996
7.42 164.847 201146 2.27996
7.421 164.847 201146 2.27996
7.422 164.847 201146 2.27996
7.423 164.847 201146 2.27996
7.424 164.847 201146 2.27996
7.425 164.847 201146 2.27996
7.426 164.847 201146 2.27996
7.427 164.847 201146 2.27996
7.428 164.847 201146 2.27996
7.429 164.847 201146 2.27996
7.43 164.847 201146 2.27996
7.431 164.847 201146 2.27996
7.432 164.847 201146 2.27996
7.433 164.847 201146 2.27996
7.434 164.847 201146 2.27996
7.435 164.847 201146 2.27996
7.436 164.847 201146 2.27996
7.437 164.847 201146 2.27996
7.438 164.847 201146 2.27996
7.439 164.847 201146 2.27996
7.44 164.847 201146 2.27996
7.441 164.847 201146 2.27996
7.442 164.847 201146 2.27996
7.443 164.847 201146 2.27996
7.444 164.847 201146 2.27996
7.445 164.847 201146 2.27996
7.446 164.847 201146 2.27996
7.447 164.847 201146 2.27996
7.448 164.847 201146 2.27996
7.449 164.847 201146 2.27996
7.45 164.847 201146 2.27996
7.451 164.847 201146 2.27996
7.452 164.847 201146 2.27996
7.453 164.847 201146 2.27996
7.454 164.847 201146 2.27996
7.455 164.847 201146 2.27996
7.456 164.847 201146 2.27996
7.457 164.847 201146 2.27996
7.458 164.847 201146 2.27996
7.459 164.847 201146 2.27996
7.46 164.847 201146 2.27996
7.461 164.847 201146 2.27996
7.462 164.847 201146 2.27996
7.463 164.847 201146 2.27996
7.464 164.847 201146 2.27996
7.465 164.847 201146 2.27996
7.466 164.847 201146 2.27996
7.467 164.847 201146 2.27996
7.468 164.847 201146 2.27996
7.469 164.847 201146 2.27996
7.47 164.847 201146 2.27996
7.471 164.847 201146 2.27996
7.472 164.847 201146 2.27996
7.473 164.847 201146 2.27996
7.474 164.847 201146 2.27996
7.475 164.847 201146 2.27996
7.476 164.847 201146 2.27996
7.477 164.847 201146 2.27996
7.478 164.847 201146 2.27996
7.479 164.847 201146 2.27996
7.48 164.847 201146 2.27996
7.481 164.847 201146 2.27996
7.482 164.847 201146 2.27996
7.483 164.847 201146 2.27996
7.484 164.847 201146 2.27996
7.485 164.847 201146 2.27996
7.486 164.847 201146 2.27996
7.487 164.847 201146 2.27996
7.488 164.847 201146 2.27996
7.489 164.847 201146 2.27996
7.49 164.847 201146 2.27996
7.491 164.847 201146 2.27996
7.492 164.847 201146 2.27996
7.493 164.847 201146 2.27996
7.494 164.847 201146 2.27996
7.495 164.847 201146 2.27996
7.496 164.847 201146 2.27996
7.497 164.847 201146 2.27996
7.498 164.847 201146 2.27996
7.499 164.847 201146 2.27996
7.5 164.847 201146 2.27996
7.501 164.847 201146 2.27996
7.502 164.847 201146 2.27996
7.503 164.847 201146 2.27996
7.504 164.847 201146 2.27996
7.505 164.847 201146 2.27996
7.506 164.847 201146 2.27996
7.507 164.847 201146 2.27996
7.508 164.847 201146 2.27996
7.509 164.847 201146 2.27996
7.51 164.847 201146 2.27996
7.511 164.847 201146 2.27996
7.512 164.847 201146 2.27996
7.513 164.847 201146 2.27996
7.514 164.847 201146 2.27996
7.515 164.847 201146 2.27996
7.516 164.847 201146 2.27996
7.517 164.847 201146 2.27996
7.518 164.847 201146 2.27996
7.519 164.847 201146 2.27996
7.52 164.847 201146 2.27996
7.521 164.847 201146 2.27996
7.522 164.847 201146 2.27996
7.523 164.847 201146 2.27996
7.524 164.847 201146 2.27996
7.525 164.847 201146 2.27996
7.526 164.847 201146 2.27996
7.527 164.847 201146 2.27996
7.528 164.847 201146 2.27996
7.529 164.847 201146 2.27996
7.53 164.847 201146 2.27996
7.531 164.847 201146 2.27996
7.532 164.847 201146 2.27996
7.533 164.847 201146 2.27996
7.534 164.847 201146 2.27996
7.535 164.847 201146 2.27996
7.536 164.847 201146 2.27996
7.537 164.847 201146 2.27996
7.538 164.847 201146 2.27996
7.539 164.847 201146 2.27996
7.54 164.847 201146 2.27996
7.541 164.847 201146 2.27996
7.542 164.847 201146 2.27996
7.543 164.847 201146 2.27996
7.544 164.847 201146 2.27996
7.545 164.847 201146 2.27996
7.546 164.847 201146 2.27996
7.547 164.847 201146 2.27996
7.548 164.847 201146 2.27996
7.549 164.847 201146 2.27996
7.55 164.847 201146 2.27996
7.551 164.847 201146 2.27996
7.552 164.847 201146 2.27996
7.553 164.847 201146 2.27996
7.554 164.847 201146 2.27996
7.555 164.847 201146 2.27996
7.556 164.847 201146 2.27996
7.557 164.847 201146 2.27996
7.558 164.847 201146 2.27996
7.559 164.847 201146 2.27996
7.56 164.847 201146 2.27996
7.561 164.847 201146 2.27996
7.562 164.847 201146 2.27996
7.563 164.847 201146 2.27996
7.564 164.847 201146 2.27996
7.565 164.847 201146 2.27996
7.566 164.847 201146 2.27996
7.567 164.847 201146 2.27996
7.568 164.847 201146 2.27996
7.569 164.847 201146 2.27996
7.57 164.847 201146 2.27996
7.571 164.847 201146 2.27996
7.572 164.847 201146 2.27996
7.573 164.847 201146 2.27996
7.574 164.847 201146 2.27996
7.575 164.847 201146 2.27996
7.576 164.847 201146 2.27996
7.577 164.847 201146 2.27996
7.578 164.847 201146 2.27996
7.579 164.847 201146 2.27996
7.58 164.847 201146 2.27996
7.581 164.847 201146 2.27996
7.582 164.847 201146 2.27996
7.583 164.847 201146 2.27996
7.584 164.847 201146 2.27996
7.585 164.847 201146 2.27996
7.586 164.847 201146 2.27996
7.587 164.847 201146 2.27996
7.588 164.847 201146 2.27996
7.589 164.847 201146 2.27996
7.59 164.847 201146 2.27996
7.591 164.847 201146 2.27996
7.592 164.847 201146 2.27996
7.593 164.847 201146 2.27996
7.594 164.847 201146 2.27996
7.595 164.847 201146 2.27996
7.596 164.847 201146 2.27996
7.597 164.847 201146 2.27996
7.598 164.847 201146 2.27996
7.599 164.847 201146 2.27996
7.6 164.847 201146 2.27996
7.601 164.847 201146 2.27996
7.602 164.847 201146 2.27996
7.603 164.847 201146 2.27996
7.604 164.847 201146 2.27996
7.605 164.847 201146 2.27996
7.606 164.847 201146 2.27996
7.607 164.847 201146 2.27996
7.608 164.847 201146 2.27996
7.609 164.847 201146 2.27996
7.61 164.847 201146 2.27996
7.611 164.847 201146 2.27996
7.612 164.847 201146 2.27996
7.613 164.847 201146 2.27996
7.614 164.847 201146 2.27996
7.615 164.847 201146 2.27996
7.616 164.847 201146 2.27996
7.617 164.847 201146 2.27996
7.618 164.847 201146 2.27996
7.619 164.847 201146 2.27996
7.62 164.847 201146 2.27996
7.621 164.847 201146 2.27996
7.622 164.847 201146 2.27996
7.623 164.847 201146 2.27996
7.624 164.847 201146 2.27996
7.625 164.847 201146 2.27996
7.626 164.847 201146 2.27996
7.627 164.847 201146 2.27996
7.628 164.847 201146 2.27996
7.629 164.847 201146 2.27996
7.63 164.847 201146 2.27996
7.631 164.847 201146 2.27996
7.632 164.847 201146 2.27996
7.633 164.847 201146 2.27996
7.634 164.847 201146 2.27996
7.635 164.847 201146 2.27996
7.636 164.847 201146 2.27996
7.637 164.847 201146 2.27996
7.638 164.847 201146 2.27996
7.639 164.847 201146 2.27996
7.64 164.847 201146 2.27996
7.641 164.847 201146 2.27996
7.642 164.847 201146 2.27996
7.643 164.847 201146 2.27996
7.644 164.847 201146 2.27996
7.645 164.847 201146 2.27996
7.646 164.847 201146 2.27996
7.647 164.847 201146 2.27996
7.648 164.847 201146 2.27996
7.649 164.847 201146 2.27996
7.65 164.847 201146 2.27996
7.651 164.847 201146 2.27996
7.652 164.847 201146 2.27996
7.653 164.847 201146 2.27996
7.654 164.847 201146 2.27996
7.655 164.847 201146 2.27996
7.656 164.847 201146 2.27996
7.657 164.847 201146 2.27996
7.658 164.847 201146 2.27996
7.659 164.847 201146 2.27996
7.66 164.847 201146 2.27996
7.661 164.847 201146 2.27996
7.662 164.847 201146 2.27996
7.663 164.847 201146 2.27996
7.664 164.847 201146 2.27996
7.665 164.847 201146 2.27996
7.666 164.847 201146 2.27996
7.667 164.847 201146 2.27996
7.668 164.847 201146 2.27996
7.669 164.847 201146 2.27996
7.67 164.847 201146 2.27996
7.671 164.847 201146 2.27996
7.672 164.847 201146 2.27996
7.673 164.847 201146 2.27996
7.674 164.847 201146 2.27996
7.675 164.847 201146 2.27996
7.676 164.847 201146 2.27996
7.677 164.847 201146 2.27996
7.678 164.847 201146 2.27996
7.679 164.847 201146 2.27996
7.68 164.847 201146 2.27996
7.681 164.847 201146 2.27996
7.682 164.847 201146 2.27996
7.683 164.847 201146 2.27996
7.684 164.847 201146 2.27996
7.685 164.847 201146 2.27996
7.686 164.847 201146 2.27996
7.687 164.847 201146 2.27996
7.688 164.847 201146 2.27996
7.689 164.847 201146 2.27996
7.69 164.847 201146 2.27996
7.691 164.847 201146 2.27996
7.692 164.847 201146 2.27996
7.693 164.847 201146 2.27996
7.694 164.847 201146 2.27996
7.695 164.847 201146 2.27996
7.696 164.847 201146 2.27996
7.697 164.847 201146 2.27996
7.698 164.847 201146 2.27996
7.699 164.847 201146 2.27996
7.7 164.847 201146 2.27996
7.701 164.847 201146 2.27996
7.702 164.847 201146 2.27996
7.703 164.847 201146 2.27996
7.704 164.847 201146 2.27996
7.705 164.847 201146 2.27996
7.706 164.847 201146 2.27996
7.707 164.847 201146 2.27996
7.708 164.847 201146 2.27996
7.709 164.847 201146 2.27996
7.71 164.847 201146 2.27996
7.711 164.847 201146 2.27996
7.712 164.847 201146 2.27996
7.713 164.847 201146 2.27996
7.714 164.847 201146 2.27996
7.715 164.847 201146 2.27996
7.716 164.847 201146 2.27996
7.717 164.847 201146 2.27996
7.718 164.847 201146 2.27996
7.719 164.847 201146 2.27996
7.72 164.847 201146 2.27996
7.721 164.847 201146 2.27996
7.722 164.847 201146 2.27996
7.723 164.847 201146 2.27996
7.724 164.847 201146 2.27996
7.725 164.847 201146 2.27996
7.726 164.847 201146 2.27996
7.727 164.847 201146 2.27996
7.728 164.847 201146 2.27996
7.729 164.847 201146 2.27996
7.73 164.847 201146 2.27996
7.731 164.847 201146 2.27996
7.732 164.847 201146 2.27996
7.733 164.847 201146 2.27996
7.734 164.847 201146 2.27996
7.735 164.847 201146 2.27996
7.736 164.847 201146 2.27996
7.737 164.847 201146 2.27996
7.738 164.847 201146 2.27996
7.739 164.847 201146 2.27996
7.74 164.847 201146 2.27996
7.741 164.847 201146 2.27996
7.742 164.847 201146 2.27996
7.743 164.847 201146 2.27996
7.744 164.847 201146 2.27996
7.745 164.847 201146 2.27996
7.746 164.847 201146 2.27996
7.747 164.847 201146 2.27996
7.748 164.847 201146 2.27996
7.749 164.847 201146 2.27996
7.75 164.847 201146 2.27996
7.751 164.847 201146 2.27996
7.752 164.847 201146 2.27996
7.753 164.847 201146 2.27996
7.754 164.847 201146 2.27996
7.755 164.847 201146 2.27996
7.756 164.847 201146 2.27996
7.757 164.847 201146 2.27996
7.758 164.847 201146 2.27996
7.759 164.847 201146 2.27996
7.76 164.847 201146 2.27996
7.761 164.847 201146 2.27996
7.762 164.847 201146 2.27996
7.763 164.847 201146 2.27996
7.764 164.847 201146 2.27996
7.765 164.847 201146 2.27996
7.766 164.847 201146 2.27996
7.767 164.847 201146 2.27996
7.768 164.847 201146 2.27996
7.769 164.847 201146 2.27996
7.77 164.847 201146 2.27996
7.771 164.847 201146 2.27996
7.772 164.847 201146 2.27996
7.773 164.847 201146 2.27996
7.774 164.847 201146 2.27996
7.775 164.847 201146 2.27996
7.776 164.847 201146 2.27996
7.777 164.847 201146 2.27996
7.778 164.847 201146 2.27996
7.779 164.847 201146 2.27996
7.78 164.847 201146 2.27996
7.781 164.847 201146 2.27996
7.782 164.847 201146 2.27996
7.783 164.847 201146 2.27996
7.784 164.847 201146 2.27996
7.785 164.847 201146 2.27996
7.786 164.847 201146 2.27996
7.787 164.847 201146 2.27996
7.788 164.847 201146 2.27996
7.789 164.847 201146 2.27996
7.79 164.847 201146 2.27996
7.791 164.847 201146 2.27996
7.792 164.847 201146 2.27996
7.793 164.847 201146 2.27996
7.794 164.847 201146 2.27996
7.795 164.847 201146 2.27996
7.796 164.847 201146 2.27996
7.797 164.847 201146 2.27996
7.798 164.847 201146 2.27996
7.799 164.847 201146 2.27996
7.8 164.847 201146 2.27996
7.801 164.847 201146 2.27996
7.802 164.847 201146 2.27996
7.803 164.847 201146 2.27996
7.804 164.847 201146 2.27996
7.805 164.847 201146 2.27996
7.806 164.847 201146 2.27996
7.807 164.847 201146 2.27996
7.808 164.847 201146 2.27996
7.809 164.847 201146 2.27996
7.81 164.847 201146 2.27996
7.811 164.847 201146 2.27996
7.812 164.847 201146 2.27996
7.813 164.847 201146 2.27996
7.814 164.847 201146 2.27996
7.815 164.847 201146 2.27996
7.816 164.847 201146 2.27996
7.817 164.847 201146 2.27996
7.818 164.847 201146 2.27996
7.819 164.847 201146 2.27996
7.82 164.847 201146 2.27996
7.821 164.847 201146 2.27996
7.822 164.847 201146 2.27996
7.823 164.847 201146 2.27996
7.824 164.847 201146 2.27996
7.825 164.847 201146 2.27996
7.826 164.847 201146 2.27996
7.827 164.847 201146 2.27996
7.828 164.847 201146 2.27996
7.829 164.847 201146 2.27996
7.83 164.847 201146 2.27996
7.831 164.847 201146 2.27996
7.832 164.847 201146 2.27996
7.833 164.847 201146 2.27996
7.834 164.847 201146 2.27996
7.835 164.847 201146 2.27996
7.836 164.847 201146 2.27996
7.837 164.847 201146 2.27996
7.838 164.847 201146 2.27996
7.839 164.847 201146 2.27996
7.84 164.847 201146 2.27996
7.841 164.847 201146 2.27996
7.842 164.847 201146 2.27996
7.843 164.847 201146 2.27996
7.844 164.847 201146 2.27996
7.845 164.847 201146 2.27996
7.846 164.847 201146 2.27996
7.847 164.847 201146 2.27996
7.848 164.847 201146 2.27996
7.849 164.847 201146 2.27996
7.85 164.847 201146 2.27996
7.851 164.847 201146 2.27996
7.852 164.847 201146 2.27996
7.853 164.847 201146 2.27996
7.854 164.847 201146 2.27996
7.855 164.847 201146 2.27996
7.856 164.847 201146 2.27996
7.857 164.847 201146 2.27996
7.858 164.847 201146 2.27996
7.859 164.847 201146 2.27996
7.86 164.847 201146 2.27996
7.861 164.847 201146 2.27996
7.862 164.847 201146 2.27996
7.863 164.847 201146 2.27996
7.864 164.847 201146 2.27996
7.865 164.847 201146 2.27996
7.866 164.847 201146 2.27996
7.867 164.847 201146 2.27996
7.868 164.847 201146 2.27996
7.869 164.847 201146 2.27996
7.87 164.847 201146 2.27996
7.871 164.847 201146 2.27996
7.872 164.847 201146 2.27996
7.873 164.847 201146 2.27996
7.874 164.847 201146 2.27996
7.875 164.847 201146 2.27996
7.876 164.847 201146 2.27996
7.877 164.847 201146 2.27996
7.878 164.847 201146 2.27996
7.879 164.847 201146 2.27996
7.88 164.847 201146 2.27996
7.881 164.847 201146 2.27996
7.882 164.847 201146 2.27996
7.883 164.847 201146 2.27996
7.884 164.847 201146 2.27996
7.885 164.847 201146 2.27996
7.886 164.847 201146 2.27996
7.887 164.847 201146 2.27996
7.888 164.847 201146 2.27996
7.889 164.847 201146 2.27996
7.89 164.847 201146 2.27996
7.891 164.847 201146 2.27996
7.892 164.847 201146 2.27996
7.893 164.847 201146 2.27996
7.894 164.847 201146 2.27996
7.895 164.847 201146 2.27996
7.896 164.847 201146 2.27996
7.897 164.847 201146 2.27996
7.898 164.847 201146 2.27996
7.899 164.847 201146 2.27996
7.9 164.847 201146 2.27996
7.901 164.847 201146 2.27996
7.902 164.847 201146 2.27996
7.903 164.847 201146 2.27996
7.904 164.847 201146 2.27996
7.905 164.847 201146 2.27996
7.906 164.847 201146 2.27996
7.907 164.847 201146 2.27996
7.908 164.847 201146 2.27996
7.909 164.847 201146 2.27996
7.91 164.847 201146 2.27996
7.911 164.847 201146 2.27996
7.912 164.847 201146 2.27996
7.913 164.847 201146 2.27996
7.914 164.847 201146 2.27996
7.915 164.847 201146 2.27996
7.916 164.847 201146 2.27996
7.917 164.847 201146 2.27996
7.918 164.847 201146 2.27996
7.919 164.847 201146 2.27996
7.92 164.847 201146 2.27996
7.921 164.847 201146 2.27996
7.922 164.847 201146 2.27996
7.923 164.847 201146 2.27996
7.924 164.847 201146 2.27996
7.925 164.847 201146 2.27996
7.926 164.847 201146 2.27996
7.927 164.847 201146 2.27996
7.928 164.847 201146 2.27996
7.929 164.847 201146 2.27996
7.93 164.847 201146 2.27996
7.931 164.847 201146 2.27996
7.932 164.847 201146 2.27996
7.933 164.847 201146 2.27996
7.934 164.847 201146 2.27996
7.935 164.847 201146 2.27996
7.936 164.847 201146 2.27996
7.937 164.847 201146 2.27996
7.938 164.847 201146 2.27996
7.939 164.847 201146 2.27996
7.94 164.847 201146 2.27996
7.941 164.847 201146 2.27996
7.942 164.847 201146 2.27996
7.943 164.847 201146 2.27996
7.944 164.847 201146 2.27996
7.945 164.847 201146 2.27996
7.946 164.847 201146 2.27996
7.947 164.847 201146 2.27996
7.948 164.847 201146 2.27996
7.949 164.847 201146 2.27996
7.95 164.847 201146 2.27996
7.951 164.847 201146 2.27996
7.952 164.847 201146 2.27996
7.953 164.847 201146 2.27996
7.954 164.847 201146 2.27996
7.955 164.847 201146 2.27996
7.956 164.847 201146 2.27996
7.957 164.847 201146 2.27996
7.958 164.847 201146 2.27996
7.959 164.847 201146 2.27996
7.96 164.847 201146 2.27996
7.961 164.847 201146 2.27996
7.962 164.847 201146 2.27996
7.963 164.847 201146 2.27996
7.964 164.847 201146 2.27996
7.965 164.847 201146 2.27996
7.966 164.847 201146 2.27996
7.967 164.847 201146 2.27996
7.968 164.847 201146 2.27996
7.969 164.847 201146 2.27996
7.97 164.847 201146 2.27996
7.971 164.847 201146 2.27996
7.972 164.847 201146 2.27996
7.973 164.847 201146 2.27996
7.974 164.847 201146 2.27996
7.975 164.847 201146 2.27996
7.976 164.847 201146 2.27996
7.977 164.847 201146 2.27996
7.978 164.847 201146 2.27996
7.979 164.847 201146 2.27996
7.98 164.847 201146 2.27996
7.981 164.847 201146 2.27996
7.982 164.847 201146 2.27996
7.983 164.847 201146 2.27996
7.984 164.847 201146 2.27996
7.985 164.847 201146 2.27996
7.986 164.847 201146 2.27996
7.987 164.847 201146 2.27996
7.988 164.847 201146 2.27996
7.989 164.847 201146 2.27996
7.99 164.847 201146 2.27996
7.991 164.847 201146 2.27996
7.992 164.847 201146 2.27996
7.993 164.847 201146 2.27996
7.994 164.847 201146 2.27996
7.995 164.847 201146 2.27996
7.996 164.847 201146 2.27996
7.997 164.847 201146 2.27996
7.998 164.847 201146 2.27996
7.999 164.847 201146 2.27996
8 164.847 201146 2.27996
8.001 164.847 201146 2.27996
8.002 164.847 201146 2.27996
8.003 164.847 201146 2.27996
8.004 164.847 201146 2.27996
8.005 164.847 201146 2.27996
8.006 164.847 201146 2.27996
8.007 164.847 201146 2.27996
8.008 164.847 201146 2.27996
8.009 164.847 201146 2.27996
8.01 164.847 201146 2.27996
8.011 164.847 201146 2.27996
8.012 164.847 201146 2.27996
8.013 164.847 201146 2.27996
8.014 164.847 201146 2.27996
8.015 164.847 201146 2.27996
8.016 164.847 201146 2.27996
8.017 164.847 201146 2.27996
8.018 0 101100 1.408
8.019 0 101100 1.408
8.02 0 101100 1.408
8.021 0 101100 1.408
8.022 0 101100 1.408
8.023 0 101100 1.408
8.024 0 101100 1.408
8.025 0 101100 1.408
8.026 0 101100 1.408
8.027 0 101100 1.408
8.028 0 101100 1.408
8.029 0 101100 1.408
8.03 0 101100 1.408
8.031 0 101100 1.408
8.032 0 101100 1.408
8.033 0 101100 1.408
8.034 0 101100 1.408
8.035 0 101100 1.408
8.036 0 101100 1.408
8.037 0 101100 1.408
8.038 0 101100 1.408
8.039 0 101100 1.408
8.04 0 101100 1.408
8.041 0 101100 1.408
8.042 0 101100 1.408
8.043 0 101100 1.408
8.044 0 101100 1.408
8.045 0 101100 1.408
8.046 0 101100 1.408
8.047 0 101100 1.408
8.048 0 101100 1.408
8.049 0 101100 1.408
8.05 0 101100 1.408
8.051 0 101100 1.408
8.052 0 101100 1.408
8.053 0 101100 1.408
8.054 0 101100 1.408
8.055 0 101100 1.408
8.056 0 101100 1.408
8.057 0 101100 1.408
8.058 0 101100 1.408
8.059 0 101100 1.408
8.06 0 101100 1.408
8.061 0 101100 1.408
8.062 0 101100 1.408
8.063 0 101100 1.408
8.064 0 101100 1.408
8.065 0 101100 1.408
8.066 0 101100 1.408
8.067 0 101100 1.408
8.068 0 101100 1.408
8.069 0 101100 1.408
8.07 0 101100 1.408
8.071 0 101100 1.408
8.072 0 101100 1.408
8.073 0 101100 1.408
8.074 0 101100 1.408
8.075 0 101100 1.408
8.076 0 101100 1.408
8.077 0 101100 1.408
8.078 0 101100 1.408
8.079 0 101100 1.408
8.08 0 101100 1.408
8.081 0 101100 1.408
8.082 0 101100 1.408
8.083 0 101100 1.408
8.084 0 101100 1.408
8.085 0 101100 1.408
8.086 0 101100 1.408
8.087 0 101100 1.408
8.088 0 101100 1.408
8.089 0 101100 1.408
8.09 0 101100 1.408
8.091 0 101100 1.408
8.092 0 101100 1.408
8.093 0 101100 1.408
8.094 0 101100 1.408
8.095 0 101100 1.408
8.096 0 101100 1.408
8.097 0 101100 1.408
8.098 0 101100 1.408
8.099 0 101100 1.408
8.1 0 101100 1.408
8.101 0 101100 1.408
8.102 0 101100 1.408
8.103 0 101100 1.408
8.104 0 101100 1.408
8.105 0 101100 1.408
8.106 0 101100 1.408
8.107 0 101100 1.408
8.108 0 101100 1.408
8.109 0 101100 1.408
8.11 0 101100 1.408
8.111 0 101100 1.408
8.112 0 101100 1.408
8.113 0 101100 1.408
8.114 0 101100 1.408
8.115 0 101100 1.408
8.116 0 101100 1.408
8.117 0 101100 1.408
8.118 0 101100 1.408
8.119 0 101100 1.408
8.12 0 101100 1.408
8.121 0 101100 1.408
8.122 0 101100 1.408
8.123 0 101100 1.408
8.124 0 101100 1.408
8.125 0 101100 1.408
8.126 0 101100 1.408
8.127 0 101100 1.408
8.128 0 101100 1.408
8.129 0 101100 1.408
8.13 0 101100 1.408
8.131 0 101100 1.408
8.132 0 101100 1.408
8.133 0 101100 1.408
8.134 0 101100 1.408
8.135 0 101100 1.408
8.136 0 101100 1.408
8.137 0 101100 1.408
8.138 0 101100 1.408
8.139 0 101100 1.408
8.14 0 101100 1.408
8.141 0 101100 1.408
8.142 0 101100 1.408
8.143 0 101100 1.408
8.144 0 101100 1.408
8.145 0 101100 1.408
8.146 0 101100 1.408
8.147 0 101100 1.408
8.148 0 101100 1.408
8.149 0 101100 1.408
8.15 0 101100 1.408
8.151 0 101100 1.408
8.152 0 101100 1.408
8.153 0 101100 1.408
8.154 0 101100 1.408
